date,UF,city,ibgeID,newCases,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,infectado,Recuperado
2020-03-21,PR,Londrina/PR,4113700,0.0,3.0,2.3384069281846305,0.4377053926740967,0.14590179755803223,574363.903393072,2.038987504261357,0.29941942392327314
2020-03-22,PR,Londrina/PR,4113700,0.0,3.0,2.8483968226971585,0.022983523368316647,0.007661174456105549,574363.3934031774,2.43488569027722,0.4135111324199387
2020-03-23,PR,Londrina/PR,4113700,0.0,3.0,3.4576070818399747,0.20940424135009728,0.06980141378336575,574362.7841929182,2.907807156535503,0.5497999253044719
2020-03-24,PR,Londrina/PR,4113700,0.0,3.0,4.185783569100308,1.406082672748265,0.46869422424942164,574362.0560164311,3.4730802632058406,0.7127033058944675
2020-03-25,PR,Londrina/PR,4113700,0.0,3.0,5.057847876805365,4.234737884072352,1.4115792946907841,574361.1839521234,4.150051154819289,0.907796721986076
2020-03-26,PR,Londrina/PR,4113700,0.0,3.0,6.0971674808237974,9.592446404272422,3.197482134757474,574360.1446325193,4.956859551860875,1.140307928962922
2020-03-27,PR,Londrina/PR,4113700,0.0,3.0,7.341465239216004,18.848320423320875,6.282773474440291,574358.900334761,5.922788843178879,1.4186763960371247
2020-03-28,PR,Londrina/PR,4113700,2.0,5.0,8.826853140335055,14.644804957692289,2.9289609915384576,574357.4149468598,7.0758719459972275,1.7509811943378286
2020-03-29,PR,Londrina/PR,4113700,2.0,7.0,10.597880439772906,12.94474365890048,1.84924909412864,574355.6439195604,8.450691303837257,2.147189135935649
2020-03-30,PR,Londrina/PR,4113700,0.0,7.0,12.715057986363155,32.66188778749329,4.665983969641899,574353.5267420139,10.094219763891982,2.620838222471173
2020-03-31,PR,Londrina/PR,4113700,2.0,9.0,15.24308440497645,38.976102887660154,4.330678098628906,574350.9987155952,12.056680841757963,3.1864035632184877
2020-04-01,PR,Londrina/PR,4113700,17.0,26.0,18.265143446421458,59.82800590443697,2.3010771501706526,574347.9766565537,14.402647138402685,3.862496308018773
